<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
11.12.2018;113130;113160;113090;113090
11.12.2018;113080;113140;113050;113100
11.12.2018;113100;113120;113010;113060
11.12.2018;113080;113170;113070;113160
11.12.2018;113160;113260;113150;113240
11.12.2018;113240;113300;113210;113270
11.12.2018;113280;113320;113230;113260
11.12.2018;113260;113270;113160;113190
11.12.2018;113190;113260;113180;113260
11.12.2018;113250;113260;113200;113230
11.12.2018;113220;113220;113140;113180
11.12.2018;113180;113200;113140;113140
11.12.2018;113140;113180;113140;113170
11.12.2018;113180;113180;113140;113140
11.12.2018;113150;113150;113010;113010
11.12.2018;113000;113080;112990;113070
11.12.2018;113060;113100;113040;113050
11.12.2018;113050;113080;113050;113060
11.12.2018;113070;113080;112970;112990
11.12.2018;113000;113000;112810;112880
11.12.2018;112890;112980;112890;112940
11.12.2018;112930;113050;112910;113010
11.12.2018;113030;113040;112990;113030
11.12.2018;113020;113050;112970;112980
11.12.2018;112970;113020;112950;112980
11.12.2018;112990;113010;112960;112980
11.12.2018;112980;113000;112930;112990
11.12.2018;112980;112980;112910;112910
11.12.2018;112910;112940;112790;112930
11.12.2018;112920;112950;112870;112880
11.12.2018;112880;112980;112710;112940
11.12.2018;112930;112960;112810;112860
11.12.2018;112850;112850;112670;112720
11.12.2018;112720;112740;112660;112670
11.12.2018;112690;112760;112660;112700
11.12.2018;112690;112720;112610;112700
11.12.2018;112700;112730;112560;112580
11.12.2018;112570;112620;112440;112490
11.12.2018;112500;112510;112340;112410
11.12.2018;112410;112480;112380;112450
11.12.2018;112440;112490;112410;112440
11.12.2018;112430;112480;112370;112470
11.12.2018;112460;112500;112450;112480
11.12.2018;112480;112510;112460;112500
11.12.2018;112500;112510;112460;112500
11.12.2018;112510;112530;112450;112470
11.12.2018;112480;112550;112470;112530
11.12.2018;112520;112590;112480;112580
11.12.2018;112570;112620;112540;112580
11.12.2018;112580;112630;112560;112580
11.12.2018;112580;112590;112540;112580
11.12.2018;112580;112620;112570;112580
11.12.2018;112580;112620;112540;112610
11.12.2018;112610;112630;112580;112630
11.12.2018;112610;112640;112590;112620
11.12.2018;112620;112730;112620;112680
11.12.2018;112670;112670;112620;112640
11.12.2018;112640;112680;112630;112640
11.12.2018;112620;112720;112620;112650
11.12.2018;112640;112640;112530;112530
11.12.2018;112520;112570;112470;112550
11.12.2018;112560;112610;112560;112600
11.12.2018;112590;112780;112580;112760
11.12.2018;112760;112780;112680;112760
11.12.2018;112760;112770;112700;112740
11.12.2018;112720;112800;112720;112760
11.12.2018;112750;112750;112690;112750
11.12.2018;112760;112770;112680;112700
11.12.2018;112690;112750;112670;112670
11.12.2018;112670;112730;112650;112720
11.12.2018;112700;112720;112640;112640
11.12.2018;112650;112700;112630;112670
11.12.2018;112680;112710;112660;112700
11.12.2018;112700;112730;112640;112700
11.12.2018;112690;112750;112660;112740
11.12.2018;112740;112740;112650;112660
11.12.2018;112660;112670;112590;112630
11.12.2018;112620;112660;112610;112640
11.12.2018;112640;112650;112610;112620
11.12.2018;112610;112620;112550;112600
11.12.2018;112600;112600;112570;112600
11.12.2018;112600;112600;112530;112530
11.12.2018;112530;112550;112510;112550
11.12.2018;112530;112590;112530;112570
11.12.2018;112570;112590;112530;112540
11.12.2018;112560;112560;112510;112530
11.12.2018;112540;112610;112530;112600
11.12.2018;112600;112610;112550;112610
11.12.2018;112600;112630;112580;112620
11.12.2018;112610;112630;112530;112550
11.12.2018;112560;112610;112540;112540
11.12.2018;112540;112660;112540;112650
11.12.2018;112660;112720;112630;112630
11.12.2018;112630;112700;112630;112690
11.12.2018;112690;112720;112670;112710
11.12.2018;112700;112710;112650;112650
11.12.2018;112650;112720;112650;112660
11.12.2018;112660;112660;112590;112630
11.12.2018;112630;112740;112610;112730
11.12.2018;112730;112750;112710;112730
11.12.2018;112720;112790;112660;112780
11.12.2018;112780;112800;112750;112770
11.12.2018;112770;112790;112740;112760
11.12.2018;112750;112770;112720;112720
11.12.2018;112720;112750;112700;112750
11.12.2018;112740;112840;112740;112760
11.12.2018;112770;112790;112740;112740
11.12.2018;112740;112830;112740;112810
11.12.2018;112790;112890;112760;112850
11.12.2018;112860;112880;112830;112840
11.12.2018;112850;112860;112810;112840
11.12.2018;112830;112840;112800;112810
11.12.2018;112800;112830;112780;112810
11.12.2018;112810;112810;112770;112810
11.12.2018;112810;112830;112770;112830
11.12.2018;112830;112830;112760;112760
11.12.2018;112760;112760;112720;112760
11.12.2018;112760;112810;112760;112780
11.12.2018;112790;112800;112740;112750
11.12.2018;112750;112790;112740;112770
11.12.2018;112780;112800;112750;112750
11.12.2018;112760;112770;112740;112750
11.12.2018;112760;112770;112740;112750
11.12.2018;112740;112780;112710;112720
11.12.2018;112720;112730;112630;112680
11.12.2018;112680;112690;112630;112660
11.12.2018;112660;112710;112650;112670
11.12.2018;112660;112690;112650;112670
11.12.2018;112680;112680;112630;112640
11.12.2018;112630;112720;112630;112720
11.12.2018;112710;112710;112640;112670
11.12.2018;112670;112710;112650;112690
11.12.2018;112700;112700;112650;112680
11.12.2018;112680;112730;112680;112720
11.12.2018;112730;112760;112710;112710
11.12.2018;112720;112740;112690;112740
11.12.2018;112750;112750;112680;112710
11.12.2018;112710;112730;112680;112700
11.12.2018;112690;112750;112680;112730
11.12.2018;112740;112810;112740;112750
11.12.2018;112750;112830;112750;112810
11.12.2018;112810;112840;112780;112790
11.12.2018;112780;112840;112770;112800
11.12.2018;112790;112810;112740;112770
11.12.2018;112780;112790;112730;112740
11.12.2018;112740;112740;112640;112670
11.12.2018;112650;112660;112610;112610
11.12.2018;112620;112660;112600;112650
11.12.2018;112660;112660;112630;112640
11.12.2018;112640;112690;112630;112660
11.12.2018;112670;112690;112650;112680
11.12.2018;112670;112710;112670;112700
11.12.2018;112690;112700;112670;112690
11.12.2018;112680;112830;112680;112800
11.12.2018;112790;112970;112790;112930
11.12.2018;112930;113100;112920;112930
11.12.2018;112940;113070;112940;113050
11.12.2018;113060;113080;113000;113000
11.12.2018;113010;113180;113000;113170
11.12.2018;113150;113180;113080;113110
11.12.2018;113120;113140;113080;113100
11.12.2018;113100;113160;113070;113120
11.12.2018;113130;113200;113110;113200
11.12.2018;113200;113230;113150;113180
11.12.2018;113190;113190;113120;113140
11.12.2018;113160;113170;113110;113110
11.12.2018;113110;113140;113080;113130
11.12.2018;113140;113180;113130;113170
11.12.2018;113180;113200;113160;113170
11.12.2018;113180;113190;113140;113150
11.12.2018;113140;113160;113120;113140
11.12.2018;113150;113160;113130;113150
11.12.2018;113150;113180;113130;113160
11.12.2018;113160;113200;113150;113170
11.12.2018;113180;113270;113150;113210
11.12.2018;113220;113230;113170;113210
11.12.2018;113210;113230;113190;113190
11.12.2018;113200;113220;113190;113220
11.12.2018;113210;113220;113160;113190
11.12.2018;113180;113190;113150;113170
11.12.2018;113170;113190;113150;113160
11.12.2018;113160;113220;113160;113210
11.12.2018;113210;113210;113160;113160
11.12.2018;113170;113190;113170;113180
11.12.2018;113180;113200;113180;113190
11.12.2018;113200;113210;113170;113200
11.12.2018;113200;113230;113190;113210
11.12.2018;113210;113210;113170;113180
11.12.2018;113180;113190;113150;113160
11.12.2018;113160;113180;113150;113170
11.12.2018;113180;113190;113120;113130
11.12.2018;113130;113160;113120;113130
11.12.2018;113140;113180;113140;113160
11.12.2018;113160;113170;113140;113150
11.12.2018;113150;113180;113140;113170
11.12.2018;113160;113170;113130;113130
11.12.2018;113130;113190;113130;113190
11.12.2018;113180;113190;113170;113180
11.12.2018;113170;113200;113170;113180
11.12.2018;113180;113270;113170;113270
11.12.2018;113270;113320;113220;113230
11.12.2018;113230;113230;113180;113200
11.12.2018;113210;113210;113160;113180
11.12.2018;113170;113190;113160;113170
11.12.2018;113170;113180;113140;113180
11.12.2018;113170;113190;113150;113180
11.12.2018;113170;113190;113170;113180
11.12.2018;113180;113230;113170;113200
11.12.2018;113200;113200;113170;113180
11.12.2018;113190;113200;113130;113160
11.12.2018;113180;113250;113170;113220
11.12.2018;113210;113260;113210;113220
11.12.2018;113220;113240;113190;113230
11.12.2018;113240;113240;113200;113200
11.12.2018;113200;113220;113180;113200
11.12.2018;113190;113200;113120;113130
11.12.2018;113140;113150;113130;113130
11.12.2018;113140;113180;113140;113150
11.12.2018;113150;113160;113140;113140
11.12.2018;113140;113140;113120;113130
11.12.2018;113120;113180;113120;113170
11.12.2018;113180;113180;113140;113140
11.12.2018;113160;113190;113140;113180
11.12.2018;113170;113220;113160;113200
11.12.2018;113210;113250;113180;113250
11.12.2018;113250;113320;113230;113300
11.12.2018;113290;113430;113290;113400
11.12.2018;113390;113410;113330;113400
11.12.2018;113400;113440;113360;113380
11.12.2018;113380;113380;113320;113320
11.12.2018;113320;113370;113310;113360
11.12.2018;113350;113350;113310;113350
11.12.2018;113360;113410;113350;113410
11.12.2018;113420;113420;113350;113380
11.12.2018;113360;113410;113360;113410
11.12.2018;113410;113500;113400;113430
11.12.2018;113420;113480;113410;113470
11.12.2018;113460;113540;113450;113530
11.12.2018;113530;113540;113460;113470
11.12.2018;113480;113510;113450;113500
11.12.2018;113500;113590;113490;113540
11.12.2018;113530;113620;113520;113590
11.12.2018;113580;113600;113540;113550
11.12.2018;113560;113590;113540;113570
11.12.2018;113570;113580;113520;113570
11.12.2018;113570;113600;113550;113580
11.12.2018;113570;113610;113560;113590
11.12.2018;113580;113610;113560;113580
11.12.2018;113590;113620;113580;113580
11.12.2018;113580;113580;113540;113540
11.12.2018;113550;113560;113520;113530
11.12.2018;113550;113730;113550;113660
11.12.2018;113670;113840;113660;113820
11.12.2018;113830;113880;113810;113830
11.12.2018;113840;113860;113780;113800
11.12.2018;113800;113850;113720;113730
11.12.2018;113740;113770;113730;113750
11.12.2018;113740;113820;113730;113750
11.12.2018;113740;113780;113710;113710
11.12.2018;113720;113740;113710;113720
11.12.2018;113710;113740;113710;113720
11.12.2018;113730;113780;113730;113740
11.12.2018;113750;113790;113710;113710
11.12.2018;113720;113730;113700;113720
11.12.2018;113730;113780;113700;113740
11.12.2018;113730;113870;113720;113810
11.12.2018;113800;113820;113730;113740
11.12.2018;113730;113740;113690;113690
11.12.2018;113690;113720;113670;113690
11.12.2018;113710;113720;113640;113640
11.12.2018;113630;113700;113630;113670
11.12.2018;113670;113690;113650;113650
11.12.2018;113650;113660;113610;113640
11.12.2018;113640;113660;113610;113660
11.12.2018;113660;113690;113650;113690
11.12.2018;113690;113730;113650;113660
11.12.2018;113680;113700;113640;113660
11.12.2018;113670;113680;113610;113680
11.12.2018;113680;113700;113650;113690
11.12.2018;113690;113710;113670;113670
11.12.2018;113660;113700;113650;113680
11.12.2018;113680;113740;113670;113730
11.12.2018;113740;113740;113700;113720
11.12.2018;113710;113750;113700;113730
11.12.2018;113730;113730;113620;113630
11.12.2018;113640;113700;113630;113680
11.12.2018;113670;113700;113670;113690
11.12.2018;113690;113710;113660;113690
11.12.2018;113690;113700;113670;113680
11.12.2018;113680;113700;113660;113660
11.12.2018;113670;113700;113670;113690
11.12.2018;113700;113750;113700;113710
11.12.2018;113710;113750;113660;113670
11.12.2018;113670;113710;113660;113680
11.12.2018;113700;113700;113610;113620
11.12.2018;113610;113630;113590;113620
11.12.2018;113620;113650;113610;113610
11.12.2018;113620;113620;113580;113590
11.12.2018;113590;113610;113580;113610
11.12.2018;113610;113630;113570;113580
11.12.2018;113590;113640;113580;113630
11.12.2018;113640;113690;113630;113660
11.12.2018;113660;113670;113630;113630
11.12.2018;113640;113650;113600;113610
11.12.2018;113620;113640;113610;113620
11.12.2018;113640;113660;113630;113630
11.12.2018;113630;113630;113590;113600
11.12.2018;113610;113620;113590;113600
11.12.2018;113610;113680;113610;113650
11.12.2018;113640;113660;113620;113620
11.12.2018;113610;113670;113610;113650
11.12.2018;113660;113720;113650;113660
11.12.2018;113660;113660;113640;113650
11.12.2018;113660;113670;113640;113650
11.12.2018;113660;113710;113660;113690
11.12.2018;113700;113730;113670;113700
11.12.2018;113700;113700;113660;113660
11.12.2018;113670;113700;113660;113670
11.12.2018;113680;113720;113680;113700
11.12.2018;113710;113710;113680;113690
11.12.2018;113690;113700;113650;113660
11.12.2018;113650;113670;113630;113640
11.12.2018;113640;113680;113640;113680
11.12.2018;113680;113700;113660;113680
11.12.2018;113680;113690;113630;113650
11.12.2018;113650;113680;113620;113630
11.12.2018;113620;113650;113600;113620
11.12.2018;113620;113660;113600;113600
11.12.2018;113610;113640;113610;113620
11.12.2018;113630;113650;113630;113630
11.12.2018;113630;113680;113630;113680
11.12.2018;113680;113680;113610;113620
11.12.2018;113620;113620;113580;113590
11.12.2018;113600;113610;113590;113600
11.12.2018;113590;113620;113590;113620
11.12.2018;113620;113690;113620;113670
11.12.2018;113680;113710;113650;113660
11.12.2018;113650;113690;113640;113650
11.12.2018;113650;113650;113610;113630
11.12.2018;113630;113720;113630;113700
11.12.2018;113700;113720;113650;113700
11.12.2018;113690;113690;113670;113680
11.12.2018;113670;113680;113660;113660
11.12.2018;113660;113660;113620;113620
11.12.2018;113630;113720;113610;113700
11.12.2018;113700;113750;113690;113750
11.12.2018;113740;113790;113690;113770
11.12.2018;113770;113770;113730;113770
11.12.2018;113770;113780;113720;113750
11.12.2018;113760;113820;113750;113770
11.12.2018;113780;113850;113780;113850
11.12.2018;113850;114000;113850;113980
11.12.2018;113990;114040;113960;113970
11.12.2018;113970;113980;113920;113930
11.12.2018;113930;113950;113900;113900
11.12.2018;113920;113960;113910;113920
11.12.2018;113930;113930;113910;113930
11.12.2018;113910;113950;113890;113950
11.12.2018;113960;114000;113890;113930
11.12.2018;113940;113980;113890;113930
11.12.2018;113930;113990;113930;113980
11.12.2018;113980;113980;113850;113890
11.12.2018;113910;113940;113890;113920
11.12.2018;113910;113930;113890;113910
11.12.2018;113910;113930;113880;113930
11.12.2018;113920;113940;113880;113900
11.12.2018;113890;113940;113870;113940
11.12.2018;113920;113970;113910;113950
11.12.2018;113960;114010;113960;114000
11.12.2018;113990;114000;113950;114000
11.12.2018;114000;114030;113950;113950
11.12.2018;113950;113970;113930;113960
11.12.2018;113940;113960;113930;113930
11.12.2018;113930;113940;113900;113910
11.12.2018;113910;113940;113880;113900
11.12.2018;113890;113920;113880;113900
11.12.2018;113910;113910;113850;113850
11.12.2018;113850;113870;113820;113860
11.12.2018;113860;113890;113860;113880
11.12.2018;113880;113890;113830;113850
11.12.2018;113840;113860;113820;113830
11.12.2018;113820;113860;113810;113820
11.12.2018;113820;113860;113820;113850
11.12.2018;113850;113870;113840;113870
11.12.2018;113870;113870;113840;113850
11.12.2018;113840;113890;113830;113880
11.12.2018;113880;113920;113880;113920
11.12.2018;113900;113920;113880;113880
11.12.2018;113880;113890;113850;113880
11.12.2018;113870;113880;113840;113850
11.12.2018;113860;113880;113850;113860
11.12.2018;113870;113870;113830;113830
11.12.2018;113830;113870;113810;113850
11.12.2018;113860;113930;113850;113910
11.12.2018;113910;113930;113900;113910
11.12.2018;113910;113950;113910;113930
11.12.2018;113920;113920;113870;113890
11.12.2018;113900;113930;113890;113920
11.12.2018;113920;113990;113910;113970
11.12.2018;113980;114000;113940;113970
11.12.2018;113980;113980;113920;113940
11.12.2018;113940;113950;113900;113910
11.12.2018;113890;113920;113890;113910
11.12.2018;113910;113950;113890;113940
11.12.2018;113950;113960;113900;113900
11.12.2018;113910;113920;113870;113890
11.12.2018;113890;113930;113870;113880
11.12.2018;113880;113930;113870;113920
11.12.2018;113930;113950;113920;113940
11.12.2018;113950;113950;113910;113910
11.12.2018;113920;113980;113920;113950
11.12.2018;113960;113980;113920;113920
11.12.2018;113920;113940;113910;113920
11.12.2018;113920;113960;113910;113930
11.12.2018;113940;113950;113900;113910
11.12.2018;113910;113940;113850;113890
11.12.2018;113900;113900;113830;113830
11.12.2018;113830;113840;113740;113770
11.12.2018;113770;113890;113770;113880
11.12.2018;113880;113930;113830;113880
11.12.2018;113890;113950;113870;113920
11.12.2018;113920;113920;113810;113810
11.12.2018;113810;113890;113810;113880
11.12.2018;113890;113920;113770;113770
11.12.2018;113780;113800;113690;113690
11.12.2018;113680;113720;113670;113690
11.12.2018;113710;113740;113680;113700
11.12.2018;113710;113710;113640;113670
11.12.2018;113670;113750;113670;113690
11.12.2018;113710;113710;113660;113670
11.12.2018;113680;113700;113540;113550
11.12.2018;113550;113560;113450;113490
11.12.2018;113480;113550;113470;113520
11.12.2018;113500;113550;113490;113510
11.12.2018;113510;113530;113450;113460
11.12.2018;113450;113460;113410;113420
11.12.2018;113420;113530;113420;113520
11.12.2018;113520;113590;113480;113580
11.12.2018;113580;113600;113530;113530
11.12.2018;113540;113590;113510;113520
11.12.2018;113520;113570;113520;113540
11.12.2018;113540;113580;113460;113530
11.12.2018;113530;113590;113520;113530
11.12.2018;113530;113540;113440;113450
11.12.2018;113470;113490;113460;113470
11.12.2018;113470;113580;113460;113580
11.12.2018;113580;113680;113560;113660
11.12.2018;113660;113690;113610;113640
11.12.2018;113630;113680;113620;113660
11.12.2018;113660;113710;113650;113660
11.12.2018;113660;113700;113660;113690
11.12.2018;113690;113710;113570;113580
11.12.2018;113590;113640;113560;113590
11.12.2018;113580;113610;113530;113540
11.12.2018;113530;113580;113520;113520
11.12.2018;113520;113530;113270;113300
11.12.2018;113300;113310;113210;113210
11.12.2018;113210;113370;113160;113330
11.12.2018;113330;113350;113280;113280
11.12.2018;113270;113330;113270;113330
11.12.2018;113320;113340;113290;113310
11.12.2018;113320;113370;113290;113360
11.12.2018;113360;113380;113340;113350
11.12.2018;113350;113370;113310;113340
11.12.2018;113350;113410;113330;113390
11.12.2018;113380;113410;113350;113350
11.12.2018;113340;113380;113330;113340
11.12.2018;113340;113360;113320;113350
11.12.2018;113340;113360;113270;113290
11.12.2018;113280;113380;113270;113380
11.12.2018;113370;113380;113330;113330
11.12.2018;113320;113380;113300;113300
11.12.2018;113300;113340;113280;113300
11.12.2018;113300;113350;113290;113290
11.12.2018;113290;113350;113290;113340
11.12.2018;113330;113380;113320;113340
11.12.2018;113330;113350;113270;113290
11.12.2018;113300;113310;113230;113290
11.12.2018;113280;113310;113250;113250
11.12.2018;113260;113290;113170;113230
11.12.2018;113220;113230;113080;113100
11.12.2018;113090;113170;113050;113170
11.12.2018;113170;113190;113120;113130
11.12.2018;113130;113190;113130;113170
11.12.2018;113160;113210;113140;113150
11.12.2018;113150;113290;113140;113290
11.12.2018;113280;113310;113250;113260
11.12.2018;113270;113280;113220;113220
11.12.2018;113230;113230;113200;113200
11.12.2018;113190;113220;113130;113180
11.12.2018;113140;113140;112720;113010
11.12.2018;113020;113030;112900;112950
11.12.2018;112950;112970;112880;112920
11.12.2018;112910;112970;112900;112960
11.12.2018;112950;112980;112920;112950
11.12.2018;112930;112940;112880;112910
11.12.2018;112900;112930;112850;112920
11.12.2018;112930;113000;112910;112990
11.12.2018;112990;113010;112960;112970
11.12.2018;112960;113010;112960;112990
11.12.2018;112980;113030;112960;112980
11.12.2018;112970;112970;112900;112930
11.12.2018;112920;112920;112810;112820
11.12.2018;112810;112870;112770;112770
11.12.2018;112780;112800;112650;112670
11.12.2018;112650;112770;112650;112720
11.12.2018;112730;112780;112710;112780
11.12.2018;112760;112820;112730;112730
11.12.2018;112740;112770;112700;112750
11.12.2018;112740;112770;112710;112760
11.12.2018;112750;112790;112730;112750
11.12.2018;112770;112780;112660;112710
11.12.2018;112710;112760;112700;112750
11.12.2018;112750;112840;112740;112810
11.12.2018;112790;112840;112770;112810
11.12.2018;112820;112830;112760;112770
11.12.2018;112790;112810;112760;112780
11.12.2018;112780;112790;112710;112710
11.12.2018;112720;112770;112710;112750
11.12.2018;112750;112780;112720;112720
11.12.2018;112720;112790;112680;112690
11.12.2018;112680;112700;112550;112630
11.12.2018;112620;112640;112570;112610
11.12.2018;112590;112610;112580;112580
11.12.2018;112580;112600;112520;112590
11.12.2018;112580;112620;112550;112580
11.12.2018;112570;112580;112520;112540
11.12.2018;112530;112570;112500;112540
11.12.2018;112550;112590;112520;112590
11.12.2018;112580;112600;112570;112600
11.12.2018;112590;112630;112560;112590
11.12.2018;112600;112630;112560;112570
11.12.2018;112560;112560;112500;112500
11.12.2018;112500;112530;112470;112510
11.12.2018;112500;112570;112470;112530
11.12.2018;112530;112540;112460;112530
11.12.2018;112520;112550;112410;112430
11.12.2018;112440;112520;112400;112520
11.12.2018;112510;112560;112500;112540
11.12.2018;112520;112550;112490;112520
11.12.2018;112510;112630;112500;112620
11.12.2018;112630;112640;112570;112580
11.12.2018;112580;112590;112520;112530
11.12.2018;112540;112600;112520;112580
11.12.2018;112590;112650;112570;112640
11.12.2018;112630;112640;112580;112610
11.12.2018;112600;112620;112580;112610
11.12.2018;112610;112650;112610;112630
11.12.2018;112640;112740;112630;112730
11.12.2018;112720;112780;112700;112720
11.12.2018;112720;112730;112680;112700
11.12.2018;112690;112710;112600;112600
11.12.2018;112610;112650;112550;112580
11.12.2018;112570;112630;112570;112630
11.12.2018;112610;112610;112390;112440
11.12.2018;112440;112440;112380;112410
11.12.2018;112400;112410;112270;112370
11.12.2018;112360;112370;112300;112340
11.12.2018;112350;112460;112320;112420
11.12.2018;112410;112530;112400;112500
11.12.2018;112510;112520;112390;112430
11.12.2018;112440;112470;112390;112460
11.12.2018;112470;112480;112380;112390
11.12.2018;112380;112460;112370;112450
11.12.2018;112440;112460;112400;112410
11.12.2018;112410;112410;112270;112310
11.12.2018;112290;112350;112280;112340
11.12.2018;112340;112400;112340;112370
11.12.2018;112350;112360;112140;112200
11.12.2018;112190;112300;112160;112260
11.12.2018;112260;112290;112220;112270
11.12.2018;112270;112280;112200;112260
11.12.2018;112260;112340;112250;112330
11.12.2018;112320;112390;112320;112370
11.12.2018;112370;112390;112340;112350
11.12.2018;112340;112340;112300;112320
11.12.2018;112320;112350;112300;112330
11.12.2018;112330;112350;112320;112340
11.12.2018;112340;112340;112310;112320
11.12.2018;112320;112320;112240;112240
11.12.2018;112240;112330;112230;112330
11.12.2018;112320;112330;112280;112310
11.12.2018;112310;112310;112270;112300
11.12.2018;112290;112330;112290;112320
11.12.2018;112320;112350;112300;112350
11.12.2018;112350;112360;112300;112320
11.12.2018;112330;112340;112310;112340
11.12.2018;112330;112360;112300;112350
11.12.2018;112360;112390;112340;112360
11.12.2018;112370;112370;112330;112350
11.12.2018;112350;112460;112330;112440
11.12.2018;112430;112440;112380;112420
11.12.2018;112410;112460;112400;112440
11.12.2018;112440;112480;112430;112440
11.12.2018;112450;112480;112440;112460
11.12.2018;112460;112480;112420;112430
11.12.2018;112420;112440;112400;112440
11.12.2018;112450;112460;112410;112410
11.12.2018;112410;112420;112340;112370
11.12.2018;112380;112410;112360;112410
11.12.2018;112410;112420;112380;112400
11.12.2018;112410;112420;112370;112400
11.12.2018;112400;112410;112380;112410
11.12.2018;112410;112450;112390;112400
11.12.2018;112400;112460;112400;112450
11.12.2018;112450;112480;112440;112440
11.12.2018;112440;112460;112420;112450
11.12.2018;112460;112470;112440;112440
11.12.2018;112440;112440;112400;112410
11.12.2018;112400;112450;112380;112420
11.12.2018;112420;112420;112370;112390
11.12.2018;112370;112450;112370;112450
11.12.2018;112450;112450;112410;112450
11.12.2018;112450;112450;112420;112420
11.12.2018;112420;112440;112400;112420
11.12.2018;112430;112430;112400;112420
11.12.2018;112410;112440;112410;112440
11.12.2018;112430;112440;112410;112420
11.12.2018;112410;112420;112360;112360
11.12.2018;112360;112460;112360;112460
11.12.2018;112460;112520;112450;112510
11.12.2018;112500;112560;112490;112510
11.12.2018;112500;112510;112440;112450
11.12.2018;112440;112490;112440;112490
11.12.2018;112470;112470;112440;112460
11.12.2018;112450;112510;112440;112500
11.12.2018;112500;112520;112490;112500
11.12.2018;112490;112520;112440;112440
11.12.2018;112440;112530;112400;112510
11.12.2018;112500;112590;112500;112570
11.12.2018;112570;112590;112550;112580
11.12.2018;112580;112660;112570;112640
11.12.2018;112630;112640;112600;112600
11.12.2018;112600;112630;112580;112630
11.12.2018;112620;112630;112570;112570
11.12.2018;112590;112590;112540;112540
11.12.2018;112540;112550;112450;112460
11.12.2018;112460;112460;112430;112450
11.12.2018;112440;112440;112400;112400
11.12.2018;112410;112450;112410;112430
11.12.2018;112410;112440;112360;112370
11.12.2018;112370;112380;112320;112370
11.12.2018;112370;112410;112350;112380
11.12.2018;112380;112410;112370;112390
11.12.2018;112370;112460;112370;112450
11.12.2018;112450;112460;112430;112450
11.12.2018;112460;112490;112440;112450
11.12.2018;112460;112470;112440;112470
11.12.2018;112470;112510;112450;112500
11.12.2018;112510;112520;112470;112500
11.12.2018;112500;112520;112380;112380
11.12.2018;112370;112390;112260;112300
11.12.2018;112310;112380;112300;112380
11.12.2018;112380;112380;112310;112310
11.12.2018;112320;112350;112300;112300
11.12.2018;112310;112320;112270;112300
11.12.2018;112300;112370;112300;112320
11.12.2018;112330;112350;112320;112330
11.12.2018;112340;112350;112320;112320
11.12.2018;112320;112350;112300;112330
11.12.2018;112330;112370;112330;112350
11.12.2018;112350;112380;112350;112370
11.12.2018;112380;112400;112300;112300
11.12.2018;112310;112340;112290;112340
11.12.2018;112330;112350;112310;112340
11.12.2018;112320;112330;112300;112330
11.12.2018;112330;112360;112330;112340
11.12.2018;112340;112350;112310;112320
11.12.2018;112330;112340;112320;112340
11.12.2018;112330;112350;112330;112350
11.12.2018;112330;112350;112310;112350
11.12.2018;112350;112380;112340;112370
11.12.2018;112380;112410;112370;112390
11.12.2018;112400;112400;112370;112400
11.12.2018;112400;112430;112390;112410
11.12.2018;112410;112440;112410;112420
11.12.2018;112410;112420;112390;112400
11.12.2018;112410;112440;112400;112410
11.12.2018;112430;112440;112400;112410
11.12.2018;112410;112450;112380;112400
11.12.2018;112390;112430;112360;112380
11.12.2018;112400;112400;112340;112360
11.12.2018;112370;112380;112350;112360
11.12.2018;112380;112410;112350;112410
11.12.2018;112410;112450;112390;112440
11.12.2018;112440;112450;112410;112430
11.12.2018;112440;112450;112390;112440
11.12.2018;112450;112490;112450;112460
11.12.2018;112450;112540;112450;112490
11.12.2018;112490;112520;112440;112460
11.12.2018;112450;112480;112420;112470
11.12.2018;112480;112550;112480;112520
11.12.2018;112520;112530;112490;112520
11.12.2018;112530;112580;112520;112560
11.12.2018;112550;112570;112540;112550
11.12.2018;112540;112600;112530;112590
11.12.2018;112600;112740;112600;112710
11.12.2018;112700;112770;112680;112750
11.12.2018;112760;112840;112750;112810
11.12.2018;112820;112850;112800;112800
11.12.2018;112810;112890;112800;112830
11.12.2018;112840;112930;112820;112850
11.12.2018;112840;112850;112810;112830
11.12.2018;112820;112830;112780;112800
11.12.2018;112790;112810;112760;112780
11.12.2018;112780;112800;112750;112750
11.12.2018;112770;112770;112730;112730
11.12.2018;112730;112760;112700;112750
11.12.2018;112740;112750;112720;112720
11.12.2018;112740;112740;112700;112720
11.12.2018;112730;112840;112730;112830
11.12.2018;112830;112850;112780;112780
11.12.2018;112780;112780;112730;112750
11.12.2018;112760;112810;112750;112810
11.12.2018;112800;112850;112780;112820
11.12.2018;112820;112910;112800;112880
11.12.2018;112880;112880;112790;112790
11.12.2018;112780;112820;112770;112770
11.12.2018;112790;112800;112770;112790
11.12.2018;112790;112800;112760;112780
11.12.2018;112790;112850;112790;112850
11.12.2018;112850;112860;112820;112830
11.12.2018;112830;112890;112820;112870
11.12.2018;112860;112890;112850;112870
11.12.2018;112860;112860;112810;112820
11.12.2018;112820;112850;112800;112820
11.12.2018;112810;112830;112810;112820
11.12.2018;112830;112830;112790;112790
11.12.2018;112800;112830;112790;112820
11.12.2018;112820;112830;112780;112780
11.12.2018;112790;112800;112700;112700
11.12.2018;112710;112740;112690;112710
11.12.2018;112700;112710;112660;112700
11.12.2018;112710;112730;112670;112720
11.12.2018;112700;112750;112700;112730
